,0,CV_mean_MAE,CV_SD_MAE,Model_name
56,7.6567069462367465,20.952682,13.66806,GBM_grid_1_AutoML_115_20230105_205841_model_174
112,6.69945897454662,12.135951,6.5031977,XGBoost_lr_search_selection_AutoML_116_20230105_215754_select_grid_model_7
167,5.062188906762414,8.749503,5.0049205,XGBoost_lr_search_selection_AutoML_117_20230105_225607_select_grid_model_7
