,0,CV_mean_MAE,CV_SD_MAE,Model_name
56,7.6567069462367465,20.952682,13.66806,GBM_grid_1_AutoML_109_20230105_150533_model_174
112,6.69945897454662,12.135951,6.5031977,XGBoost_lr_search_selection_AutoML_110_20230105_160450_select_grid_model_7
167,5.062188906762414,8.749503,5.0049205,XGBoost_lr_search_selection_AutoML_111_20230105_170349_select_grid_model_7
