,0,CV_mean_MAE,CV_SD_MAE,Model_name
56,12.30562073524509,23.449085,12.762639,XGBoost_grid_1_AutoML_73_20230105_115651_model_23
112,7.432553170976234,14.068355,9.993816,StackedEnsemble_BestOfFamily_4_AutoML_74_20230105_115852
167,6.678292823609656,11.50321,5.105249,GBM_grid_1_AutoML_75_20230105_120055_model_2
