,0,CV_mean_MAE,CV_SD_MAE,Model_name
56,12.30562073524509,23.449085,12.762639,XGBoost_grid_1_AutoML_64_20230105_114433_model_23
112,7.445712044699655,14.059093,9.998866,StackedEnsemble_BestOfFamily_4_AutoML_67_20230105_114637
167,6.678292823609656,11.50321,5.105249,GBM_grid_1_AutoML_69_20230105_114839_model_2
