,0,CV_mean_MAE,CV_SD_MAE,Model_name
56,4.424672994230475,23.201967,14.570683,XGBoost_grid_1_AutoML_76_20230105_123507_model_34
112,9.099955224232483,15.758575,7.440994,GBM_grid_1_AutoML_78_20230105_123711_model_2
167,6.678292823609656,11.50321,5.105249,GBM_grid_1_AutoML_80_20230105_123913_model_2
