,0,CV_mean_MAE,CV_SD_MAE,Model_name
56,4.883924605990095,10.39275,7.2769303,GBM_grid_1_AutoML_1_20230105_104005_model_12
112,3.234851410878556,9.397443,4.7872405,XGBoost_grid_1_AutoML_2_20230105_104107_model_91
167,1.8940303780718477,9.173618,4.030917,XGBoost_grid_1_AutoML_3_20230105_104209_model_70
