,0,CV_mean_MAE,CV_SD_MAE,Model_name
60,9.349795702215806,16.568895,8.76388,StackedEnsemble_BestOfFamily_6_AutoML_60_20230403_91914
120,11.134177763053827,18.573645,4.361866,StackedEnsemble_BestOfFamily_5_AutoML_61_20230403_101951
180,13.301706747876274,17.302973,1.8716,GBM_grid_1_AutoML_62_20230403_112019_model_44
240,10.22164161481681,15.450811,1.6906925,GBM_grid_1_AutoML_63_20230403_122005_model_12
296,9.865431797804746,14.311427,1.0383376,GBM_grid_1_AutoML_64_20230403_132041_model_12
