,0,CV_mean_MAE,CV_SD_MAE,Model_name
60,15.332923809376856,22.646505,7.716324,GBM_grid_1_AutoML_80_20230404_52605_model_2
120,13.332550226151943,18.8636,6.12424,GBM_grid_1_AutoML_81_20230404_62619_model_2
180,3.9446168739154626,15.445626,3.756048,XGBoost_grid_1_AutoML_82_20230404_72650_model_8
240,4.597889282757145,14.263115,5.015804,XGBoost_grid_1_AutoML_83_20230404_82710_model_8
296,10.048069618982924,14.975159,4.542488,GBM_grid_1_AutoML_84_20230404_92713_model_12
