,0,CV_mean_MAE,CV_SD_MAE,Model_name
56,7.6567069462367465,20.952682,13.66806,GBM_grid_1_AutoML_118_20230105_235509_model_174
112,6.69945897454662,12.135951,6.5031977,XGBoost_lr_search_selection_AutoML_119_20230106_05337_select_grid_model_7
167,4.122551323589451,8.89587,5.215116,XGBoost_lr_search_selection_AutoML_120_20230106_15239_select_grid_model_6
