,0,CV_mean_MAE,CV_SD_MAE,Model_name
56,7.6567069462367465,20.952682,13.66806,GBM_grid_1_AutoML_124_20230106_54918_model_174
112,6.69945897454662,12.135951,6.5031977,XGBoost_lr_search_selection_AutoML_125_20230106_64838_select_grid_model_7
167,3.638762107330882,9.155954,5.5124273,XGBoost_lr_search_selection_AutoML_126_20230106_74652_select_grid_model_5
