,0,CV_mean_MAE,CV_SD_MAE,Model_name
60,16.72979310993105,23.954182,8.141233,GBM_grid_1_AutoML_47_20230105_111839_model_2
120,17.265601680336598,19.557646,5.1188836,GBM_grid_1_AutoML_48_20230105_111942_model_5
180,12.561805630331703,16.003365,3.1059122,GBM_grid_1_AutoML_49_20230105_112045_model_2
240,13.382070009395829,16.550005,3.0931468,GBM_grid_1_AutoML_50_20230105_112148_model_2
296,9.985477110560561,14.189194,4.2000933,GBM_grid_1_AutoML_51_20230105_112249_model_12
