,0,CV_mean_MAE,CV_SD_MAE,Model_name
60,1.6429861408968767,18.298985,10.726579,XGBoost_grid_1_AutoML_73_20230112_162430_model_13
120,8.643761010483528,15.781615,4.8985634,GBM_grid_1_AutoML_75_20230112_172556_model_12
180,9.988477616736459,15.400989,3.070356,GBM_grid_1_AutoML_77_20230112_182710_model_12
240,9.122344220849724,13.937944,3.767874,GBM_grid_1_AutoML_79_20230112_192824_model_12
296,11.81970817607126,14.422042,2.6655786,GBM_grid_1_AutoML_81_20230112_203058_model_2
