,0,CV_mean_MAE,CV_SD_MAE,Model_name
60,1.6429861408968767,18.298985,10.726579,XGBoost_grid_1_AutoML_63_20230112_110816_model_13
120,8.643761010483528,15.781615,4.8985634,GBM_grid_1_AutoML_65_20230112_120931_model_12
180,9.988477616736459,15.400989,3.070356,GBM_grid_1_AutoML_67_20230112_131032_model_12
240,9.122344220849724,13.937944,3.767874,GBM_grid_1_AutoML_69_20230112_142139_model_12
296,9.828614616477893,14.15236,3.4236696,GBM_grid_1_AutoML_71_20230112_152251_model_12
