,0,CV_mean_MAE,CV_SD_MAE,Model_name
56,4.883924605990095,10.39275,7.2769303,GBM_grid_1_AutoML_103_20230105_132921_model_12
112,4.629251255836737,9.650382,5.6916003,GBM_grid_1_AutoML_104_20230105_133125_model_12
167,4.6723788875070165,10.159583,4.531896,StackedEnsemble_AllModels_2_AutoML_105_20230105_133329
