,0,CV_mean_MAE,CV_SD_MAE,Model_name
56,0.45682884167347637,11.140245,6.7889433,XGBoost_lr_search_selection_AutoML_14_20230114_100336_select_grid_model_1
112,4.994081067453537,11.104455,7.4173307,XGBoost_lr_search_selection_AutoML_15_20230114_110344_select_grid_model_5
167,3.770958606501551,11.450581,8.172252,StackedEnsemble_BestOfFamily_7_AutoML_16_20230114_120332
