,0,CV_mean_MAE,CV_SD_MAE,Model_name
56,0.8284658417105675,9.744218,4.637295,XGBoost_grid_1_AutoML_1_20230330_91936_model_1059
112,4.0342267738389115,10.048363,5.3414135,XGBoost_lr_search_selection_AutoML_3_20230330_101945_select_grid_model_5
167,1.0823081456972454,9.587582,2.7088714,XGBoost_grid_1_AutoML_6_20230330_111915_model_98
