,0,CV_mean_MAE,CV_SD_MAE,Model_name
56,12.914165366174919,15.89401,13.641443,XGBoost_grid_1_AutoML_38_20230331_30921_model_131
112,4.488659523009621,10.632452,2.4091337,StackedEnsemble_BestOfFamily_7_AutoML_40_20230331_40915
167,1.8893975540549455,10.122628,5.8225026,GBM_lr_annealing_selection_AutoML_42_20230331_50932_select_model
