,G8H,pG8H,pCPR,CPR,Predicted_stric_production
484,Ccal,ENO2,TPI1,Cac,4.282867252299255
485,Ccal,ENO2,TPI1,Oeu,4.282867252299255
486,Ccal,ENO2,TPI1,Ahu,4.282867252299255
487,Ccal,ENO2,TPI1,Rse,4.282867252299255
488,Ccal,ENO2,TPI1,Clo,4.282867252299255
489,Oeu,PCK1,CCW12,Cac,3.89840056154652
490,Oeu,PCK1,CCW12,Ani,3.89840056154652
491,Oeu,PCK1,CCW12,Ahu,3.89840056154652
492,Oeu,PCK1,CCW12,Rse,3.89840056154652
493,Oeu,PCK1,CCW12,Clo,3.89840056154652
494,Oeu,PCK1,CCW12,Ara,3.89840056154652
495,Oeu,PCK1,CCW12,Cro,3.89840056154652
496,Oeu,PCK1,CCW12,Cpo,3.89840056154652
497,Cro,ENO2,MLS1,Clo,3.8213725583227696
498,Cro,ENO2,MLS1,Cac,3.8213725583227696
499,Cro,ENO2,MLS1,Ani,3.8213725583227696
500,Cro,ENO2,MLS1,Ara,3.8213725583227696
501,Cro,ENO2,MLS1,Aan,3.8213725583227696
502,Cro,ENO2,MLS1,Oeu,3.8213725583227696
503,Cro,ENO2,MLS1,Cro,3.8213725583227696
504,Cro,ENO2,MLS1,Cpo,3.8213725583227696
505,Opum,ENO2,MLS1,Cro,3.7351942020316624
506,Opum,ENO2,MLS1,Aan,3.7351942020316624
507,Opum,ENO2,MLS1,Ara,3.7351942020316624
508,Opum,ENO2,MLS1,Clo,3.7351942020316624
509,Opum,ENO2,MLS1,Ahu,3.7351942020316624
510,Opum,ENO2,MLS1,Ani,3.7351942020316624
511,Opum,ENO2,MLS1,Cac,3.7351942020316624
512,Opum,ENO2,MLS1,Oeu,3.7351942020316624
513,Ccal,ENO2,MLS1,Clo,3.550655177864824
514,Ccal,ENO2,MLS1,Cac,3.550655177864824
515,Ccal,ENO2,MLS1,Ani,3.550655177864824
516,Ccal,ENO2,MLS1,Ara,3.550655177864824
517,Ccal,ENO2,MLS1,Aan,3.550655177864824
518,Ccal,ENO2,MLS1,Cro,3.550655177864824
519,Ccal,ENO2,MLS1,Cpo,3.550655177864824
520,Ccal,ENO2,MLS1,Oeu,3.550655177864824
521,Cacu,CYC1,CCW12,Aan,3.485006444625382
522,Cacu,CYC1,CCW12,Cro,3.485006444625382
523,Cacu,CYC1,CCW12,Oeu,3.485006444625382
524,Cacu,CYC1,CCW12,Cac,3.485006444625382
525,Cacu,CYC1,CCW12,Ani,3.485006444625382
526,Cacu,CYC1,CCW12,Rse,3.485006444625382
527,Cacu,CYC1,CCW12,Clo,3.485006444625382
528,Vmin,CYC1,URE2,Ani,3.459890449452496
529,Vmin,CYC1,URE2,Ara,3.459890449452496
530,Vmin,CYC1,URE2,Aan,3.459890449452496
531,Vmin,CYC1,URE2,Cro,3.459890449452496
532,Vmin,CYC1,URE2,Clo,3.459890449452496
533,Vmin,CYC1,URE2,Rse,3.459890449452496
534,Vmin,CYC1,URE2,Cpo,3.459890449452496
535,Vmin,CYC1,URE2,Oeu,3.459890449452496
536,Cacu,ENO2,CCW12,Ani,3.302565100336308
537,Cacu,ENO2,CCW12,Ahu,3.302565100336308
538,Cacu,ENO2,CCW12,Rse,3.302565100336308
539,Cacu,ENO2,CCW12,Clo,3.302565100336308
540,Cacu,ENO2,CCW12,Ara,3.302565100336308
541,Cacu,ENO2,CCW12,Aan,3.302565100336308
542,Cacu,ENO2,CCW12,Cac,3.302565100336308
543,Cacu,ENO2,CCW12,Cpo,3.302565100336308
544,Ccal,CYC1,URE2,Ahu,3.2489152698476538
545,Ccal,CYC1,URE2,Aan,3.2489152698476538
546,Ccal,CYC1,URE2,Cpo,3.2489152698476538
547,Ccal,CYC1,URE2,Rse,3.2489152698476538
548,Ccal,CYC1,URE2,Clo,3.2489152698476538
549,Ccal,CYC1,URE2,Ara,3.2489152698476538
550,Ccal,CYC1,URE2,Cro,3.2489152698476538
551,Ccal,CYC1,URE2,Cac,3.2489152698476538
552,Rsep,PCK1,MLS1,Ahu,3.2434471942166034
553,Rsep,PCK1,MLS1,Rse,3.2434471942166034
554,Rsep,PCK1,MLS1,Ani,3.2434471942166034
555,Rsep,PCK1,MLS1,Oeu,3.2434471942166034
556,Rsep,PCK1,MLS1,Clo,3.2434471942166034
557,Rsep,PCK1,MLS1,Ara,3.2434471942166034
558,Rsep,PCK1,MLS1,Aan,3.2434471942166034
559,Rsep,PCK1,MLS1,Cro,3.2434471942166034
560,Rsep,PCK1,MLS1,Cpo,3.2434471942166034
561,Ccal,CYC1,MLS1,Ani,3.0628448110470163
562,Ccal,CYC1,MLS1,Cpo,3.0628448110470163
563,Ccal,CYC1,MLS1,Oeu,3.0628448110470163
564,Ccal,CYC1,MLS1,Ahu,3.0628448110470163
565,Ccal,CYC1,MLS1,Aan,3.0628448110470163
566,Ccal,CYC1,MLS1,Ara,3.0628448110470163
567,Ccal,CYC1,MLS1,Clo,3.0628448110470163
568,Ccal,CYC1,MLS1,Rse,3.0628448110470163
569,Opum,PCK1,CCW12,Cro,3.017773323747816
570,Opum,PCK1,CCW12,Aan,3.017773323747816
571,Opum,PCK1,CCW12,Ara,3.017773323747816
572,Opum,PCK1,CCW12,Clo,3.017773323747816
573,Opum,PCK1,CCW12,Rse,3.017773323747816
574,Opum,PCK1,CCW12,Ahu,3.017773323747816
575,Opum,PCK1,CCW12,Ani,3.017773323747816
576,Opum,PCK1,CCW12,Cac,3.017773323747816
577,Opum,PCK1,CCW12,Oeu,3.017773323747816
578,Opum,PCK1,CCW12,Cpo,3.017773323747816
579,Vmin,CYC1,MLS1,Rse,2.983757453811217
580,Vmin,CYC1,MLS1,Cro,2.983757453811217
581,Vmin,CYC1,MLS1,Aan,2.983757453811217
582,Vmin,CYC1,MLS1,Ara,2.983757453811217
583,Vmin,CYC1,MLS1,Clo,2.983757453811217
584,Vmin,CYC1,MLS1,Oeu,2.983757453811217
585,Vmin,CYC1,MLS1,Ahu,2.983757453811217
586,Vmin,CYC1,MLS1,Cpo,2.983757453811217
587,Vmin,CYC1,MLS1,Ani,2.983757453811217
588,Smus,PCK1,MLS1,Ara,2.949947417484616
589,Smus,PCK1,MLS1,Cro,2.949947417484616
590,Smus,PCK1,MLS1,Aan,2.949947417484616
591,Smus,PCK1,MLS1,Ani,2.949947417484616
592,Smus,PCK1,MLS1,Oeu,2.949947417484616
593,Smus,PCK1,MLS1,Cpo,2.949947417484616
594,Smus,PCK1,MLS1,Ahu,2.949947417484616
595,Smus,PCK1,MLS1,Rse,2.949947417484616
596,Smus,PCK1,MLS1,Clo,2.949947417484616
597,Rsep,RPL15B,URE2,Aan,2.9274262649776137
598,Rsep,RPL15B,URE2,Cro,2.9274262649776137
599,Rsep,RPL15B,URE2,Rse,2.9274262649776137
600,Rsep,RPL15B,URE2,Ara,2.9274262649776137
601,Rsep,RPL15B,URE2,Clo,2.9274262649776137
602,Rsep,RPL15B,URE2,Ahu,2.9274262649776137
603,Rsep,RPL15B,URE2,Ani,2.9274262649776137
604,Rsep,RPL15B,URE2,Oeu,2.9274262649776137
605,Rsep,RPL15B,URE2,Cpo,2.9274262649776137
606,Cacu,CYC1,URE2,Ani,2.2612133059158914
607,Cacu,CYC1,URE2,Cpo,2.2612133059158914
608,Cacu,CYC1,URE2,Oeu,2.2612133059158914
609,Cacu,CYC1,URE2,Aan,2.2612133059158914
610,Cacu,CYC1,URE2,Ahu,2.2612133059158914
611,Cacu,CYC1,URE2,Clo,2.2612133059158914
612,Cacu,CYC1,URE2,Cro,2.2612133059158914
613,Ccal,RPL15B,TPI1,Ahu,2.229519251501765
614,Ccal,RPL15B,TPI1,Rse,2.229519251501765
615,Ccal,RPL15B,TPI1,Clo,2.229519251501765
616,Ccal,RPL15B,TPI1,Ara,2.229519251501765
617,Ccal,RPL15B,TPI1,Cpo,2.229519251501765
618,Ccal,RPL15B,TPI1,Oeu,2.229519251501765
619,Ccal,RPL15B,TPI1,Aan,2.229519251501765
620,Ccal,RPL15B,TPI1,Cac,2.229519251501765
621,Ccal,RPL15B,TPI1,Ani,2.229519251501765
622,Ccal,RPL15B,TPI1,Cro,2.229519251501765
623,Ccal,CYC1,TPI1,Ara,2.2229362433128124
624,Ccal,CYC1,TPI1,Clo,2.2229362433128124
625,Ccal,CYC1,TPI1,Cac,2.2229362433128124
626,Ccal,CYC1,TPI1,Rse,2.2229362433128124
627,Ccal,CYC1,TPI1,Ahu,2.2229362433128124
628,Ccal,CYC1,TPI1,Ani,2.2229362433128124
629,Ccal,CYC1,TPI1,Aan,2.2229362433128124
630,Ccal,CYC1,TPI1,Cro,2.2229362433128124
631,Ccal,CYC1,TPI1,Oeu,2.2229362433128124
632,Ccal,RPL15B,CCW12,Cac,2.2193535023762028
633,Ccal,RPL15B,CCW12,Ani,2.2193535023762028
634,Ccal,RPL15B,CCW12,Rse,2.2193535023762028
635,Ccal,RPL15B,CCW12,Cpo,2.2193535023762028
636,Ccal,RPL15B,CCW12,Aan,2.2193535023762028
637,Ccal,RPL15B,CCW12,Cro,2.2193535023762028
638,Ccal,RPL15B,CCW12,Ara,2.2193535023762028
639,Oeu,RPL15B,CCW12,Cpo,2.1214386991433187
640,Oeu,RPL15B,CCW12,Cac,2.1214386991433187
641,Oeu,RPL15B,CCW12,Oeu,2.1214386991433187
642,Oeu,RPL15B,CCW12,Cro,2.1214386991433187
643,Oeu,RPL15B,CCW12,Aan,2.1214386991433187
644,Oeu,RPL15B,CCW12,Ara,2.1214386991433187
645,Oeu,RPL15B,CCW12,Clo,2.1214386991433187
646,Oeu,RPL15B,CCW12,Ahu,2.1214386991433187
647,Oeu,RPL15B,CCW12,Ani,2.1214386991433187
648,Rsep,PCK1,CCW12,Aan,2.0621383436268133
649,Rsep,PCK1,CCW12,Cpo,2.0621383436268133
650,Rsep,PCK1,CCW12,Oeu,2.0621383436268133
651,Rsep,PCK1,CCW12,Ani,2.0621383436268133
652,Rsep,PCK1,CCW12,Ahu,2.0621383436268133
653,Rsep,PCK1,CCW12,Rse,2.0621383436268133
654,Rsep,PCK1,CCW12,Clo,2.0621383436268133
655,Rsep,PCK1,CCW12,Ara,2.0621383436268133
656,Rsep,PCK1,CCW12,Cac,2.0621383436268133
657,Oeu,CYC1,URE2,Clo,2.0310994516347005
658,Oeu,CYC1,URE2,Aan,2.0310994516347005
659,Oeu,CYC1,URE2,Cro,2.0310994516347005
660,Oeu,CYC1,URE2,Oeu,2.0310994516347005
661,Oeu,CYC1,URE2,Cac,2.0310994516347005
662,Oeu,CYC1,URE2,Ani,2.0310994516347005
663,Oeu,CYC1,URE2,Rse,2.0310994516347005
664,Cacu,ENO2,TPI1,Ara,1.9602017907988236
665,Cacu,ENO2,TPI1,Ani,1.9602017907988236
666,Cacu,ENO2,TPI1,Ahu,1.9602017907988236
667,Cacu,ENO2,TPI1,Rse,1.9602017907988236
668,Cacu,ENO2,TPI1,Clo,1.9602017907988236
669,Cacu,ENO2,TPI1,Cro,1.9602017907988236
670,Cacu,ENO2,TPI1,Oeu,1.9602017907988236
671,Cacu,ENO2,TPI1,Cpo,1.9602017907988236
672,Opum,RPL15B,CCW12,Oeu,1.8007383605388512
673,Opum,RPL15B,CCW12,Ahu,1.8007383605388512
674,Opum,RPL15B,CCW12,Rse,1.8007383605388512
675,Opum,RPL15B,CCW12,Cpo,1.8007383605388512
676,Opum,RPL15B,CCW12,Cro,1.8007383605388512
677,Opum,RPL15B,CCW12,Cac,1.8007383605388512
678,Opum,RPL15B,CCW12,Ani,1.8007383605388512
679,Vmin,RPL15B,MLS1,Clo,1.7057330280015517
680,Vmin,RPL15B,MLS1,Rse,1.7057330280015517
681,Vmin,RPL15B,MLS1,Cpo,1.7057330280015517
682,Vmin,RPL15B,MLS1,Cac,1.7057330280015517
683,Vmin,RPL15B,MLS1,Ani,1.7057330280015517
684,Vmin,RPL15B,MLS1,Ahu,1.7057330280015517
685,Vmin,RPL15B,MLS1,Cro,1.7057330280015517
686,Vmin,RPL15B,MLS1,Aan,1.7057330280015517
687,Vmin,RPL15B,MLS1,Ara,1.7057330280015517
688,Oeu,CYC1,MLS1,Cpo,1.6357765330397631
689,Oeu,CYC1,MLS1,Cro,1.6357765330397631
690,Oeu,CYC1,MLS1,Cac,1.6357765330397631
691,Oeu,CYC1,MLS1,Oeu,1.6357765330397631
692,Oeu,CYC1,MLS1,Ani,1.6357765330397631
693,Oeu,CYC1,MLS1,Rse,1.6357765330397631
694,Oeu,CYC1,MLS1,Clo,1.6357765330397631
695,Oeu,CYC1,MLS1,Ara,1.6357765330397631
696,Oeu,CYC1,MLS1,Aan,1.6357765330397631
697,Vmin,PCK1,CCW12,Cac,1.5868246246827589
698,Vmin,PCK1,CCW12,Rse,1.5868246246827589
699,Vmin,PCK1,CCW12,Clo,1.5868246246827589
700,Vmin,PCK1,CCW12,Ara,1.5868246246827589
701,Vmin,PCK1,CCW12,Ani,1.5868246246827589
702,Vmin,PCK1,CCW12,Oeu,1.5868246246827589
703,Vmin,PCK1,CCW12,Aan,1.5868246246827589
704,Vmin,PCK1,CCW12,Cpo,1.5868246246827589
705,Vmin,PCK1,CCW12,Cro,1.5868246246827589
706,Vmin,PCK1,CCW12,Ahu,1.5868246246827589
707,Cacu,PCK1,TPI1,Ani,1.5343775785384626
708,Cacu,PCK1,TPI1,Cpo,1.5343775785384626
709,Cacu,PCK1,TPI1,Cac,1.5343775785384626
710,Cacu,PCK1,TPI1,Cro,1.5343775785384626
711,Cacu,PCK1,TPI1,Aan,1.5343775785384626
712,Cacu,PCK1,TPI1,Ara,1.5343775785384626
713,Cacu,PCK1,TPI1,Clo,1.5343775785384626
714,Cacu,PCK1,TPI1,Rse,1.5343775785384626
715,Cacu,PCK1,TPI1,Ahu,1.5343775785384626
716,Rsep,CYC1,TPI1,Cac,1.43411985693176
717,Rsep,CYC1,TPI1,Cro,1.43411985693176
718,Rsep,CYC1,TPI1,Ani,1.43411985693176
719,Rsep,CYC1,TPI1,Aan,1.43411985693176
720,Rsep,CYC1,TPI1,Ahu,1.43411985693176
721,Rsep,CYC1,TPI1,Rse,1.43411985693176
722,Rsep,CYC1,TPI1,Clo,1.43411985693176
723,Rsep,CYC1,TPI1,Ara,1.43411985693176
724,Rsep,CYC1,TPI1,Oeu,1.43411985693176
725,Oeu,RPL15B,TPI1,Cpo,1.3762038549322284
726,Oeu,RPL15B,TPI1,Cac,1.3762038549322284
727,Oeu,RPL15B,TPI1,Ahu,1.3762038549322284
728,Oeu,RPL15B,TPI1,Rse,1.3762038549322284
729,Oeu,RPL15B,TPI1,Clo,1.3762038549322284
730,Oeu,RPL15B,TPI1,Ani,1.3762038549322284
731,Oeu,RPL15B,TPI1,Ara,1.3762038549322284
732,Oeu,RPL15B,TPI1,Cro,1.3762038549322284
733,Opum,RPL15B,TPI1,Oeu,1.0305836053275217
734,Opum,RPL15B,TPI1,Rse,1.0305836053275217
735,Opum,RPL15B,TPI1,Ara,1.0305836053275217
736,Opum,RPL15B,TPI1,Aan,1.0305836053275217
737,Opum,RPL15B,TPI1,Cro,1.0305836053275217
738,Opum,RPL15B,TPI1,Ani,1.0305836053275217
739,Opum,RPL15B,TPI1,Cac,1.0305836053275217
740,Opum,RPL15B,TPI1,Clo,1.0305836053275217
741,Opum,RPL15B,TPI1,Cpo,1.0305836053275217
742,Smus,RPL15B,MLS1,Cpo,0.9463624683247928
743,Smus,RPL15B,MLS1,Clo,0.9463624683247928
744,Smus,RPL15B,MLS1,Oeu,0.9463624683247928
745,Smus,RPL15B,MLS1,Aan,0.9463624683247928
746,Smus,RPL15B,MLS1,Cro,0.9463624683247928
747,Smus,RPL15B,MLS1,Cac,0.9463624683247928
748,Smus,RPL15B,MLS1,Ahu,0.9463624683247928
749,Smus,RPL15B,MLS1,Rse,0.9463624683247928
750,Smus,RPL15B,MLS1,Ara,0.9463624683247928
751,Vmin,RPL15B,CCW12,Cac,0.6677676768005867
752,Vmin,RPL15B,CCW12,Ahu,0.6677676768005867
753,Vmin,RPL15B,CCW12,Cro,0.6677676768005867
754,Vmin,RPL15B,CCW12,Aan,0.6677676768005867
755,Vmin,RPL15B,CCW12,Ara,0.6677676768005867
756,Vmin,RPL15B,CCW12,Rse,0.6677676768005867
757,Ccal,PCK1,TPI1,Cpo,0.5897302454086422
758,Ccal,PCK1,TPI1,Ani,0.5897302454086422
759,Ccal,PCK1,TPI1,Oeu,0.5897302454086422
760,Ccal,PCK1,TPI1,Ahu,0.5897302454086422
761,Ccal,PCK1,TPI1,Ara,0.5897302454086422
762,Ccal,PCK1,TPI1,Cro,0.5897302454086422
763,Ccal,PCK1,TPI1,Aan,0.5897302454086422
764,Ccal,PCK1,TPI1,Clo,0.5897302454086422
765,Ccal,PCK1,TPI1,Rse,0.5897302454086422
766,Cacu,CYC1,MLS1,Cro,0.3595770227577404
767,Cacu,CYC1,MLS1,Aan,0.3595770227577404
768,Cacu,CYC1,MLS1,Ara,0.3595770227577404
769,Cacu,CYC1,MLS1,Clo,0.3595770227577404
770,Cacu,CYC1,MLS1,Rse,0.3595770227577404
771,Cacu,CYC1,MLS1,Ahu,0.3595770227577404
772,Cacu,CYC1,MLS1,Ani,0.3595770227577404
773,Cacu,CYC1,MLS1,Cac,0.3595770227577404
774,Cacu,CYC1,MLS1,Oeu,0.3595770227577404
775,Cacu,CYC1,MLS1,Cpo,0.3595770227577404
776,Oeu,RPL15B,MLS1,Cpo,0.3417710078166074
777,Oeu,RPL15B,MLS1,Oeu,0.3417710078166074
778,Oeu,RPL15B,MLS1,Cac,0.3417710078166074
779,Oeu,RPL15B,MLS1,Ani,0.3417710078166074
780,Oeu,RPL15B,MLS1,Ahu,0.3417710078166074
781,Oeu,RPL15B,MLS1,Ara,0.3417710078166074
782,Oeu,RPL15B,MLS1,Aan,0.3417710078166074
783,Cacu,PCK1,CCW12,Ani,0.2725275876212372
784,Cacu,PCK1,CCW12,Cpo,0.2725275876212372
785,Cacu,PCK1,CCW12,Oeu,0.2725275876212372
786,Cacu,PCK1,CCW12,Cro,0.2725275876212372
787,Cacu,PCK1,CCW12,Aan,0.2725275876212372
788,Cacu,PCK1,CCW12,Ara,0.2725275876212372
789,Cacu,PCK1,CCW12,Clo,0.2725275876212372
790,Cacu,PCK1,CCW12,Cac,0.2725275876212372
791,Cacu,PCK1,CCW12,Rse,0.2725275876212372
792,Cro,PCK1,MLS1,Cro,0.2524648037861752
793,Cro,PCK1,MLS1,Ara,0.2524648037861752
794,Cro,PCK1,MLS1,Clo,0.2524648037861752
795,Cro,PCK1,MLS1,Rse,0.2524648037861752
796,Cro,PCK1,MLS1,Ahu,0.2524648037861752
797,Cro,PCK1,MLS1,Ani,0.2524648037861752
798,Cro,PCK1,MLS1,Oeu,0.2524648037861752
799,Cro,PCK1,URE2,Cro,-0.0561473414347872
800,Cro,PCK1,URE2,Rse,-0.0561473414347872
801,Cro,PCK1,URE2,Clo,-0.0561473414347872
802,Cro,PCK1,URE2,Aan,-0.0561473414347872
803,Cro,PCK1,URE2,Cac,-0.0561473414347872
804,Cro,PCK1,URE2,Cpo,-0.0561473414347872
805,Cro,PCK1,URE2,Ani,-0.0561473414347872
806,Cro,PCK1,URE2,Ahu,-0.0561473414347872
807,Rsep,RPL15B,MLS1,Ani,-0.0692720090998015
808,Rsep,RPL15B,MLS1,Ahu,-0.0692720090998015
809,Rsep,RPL15B,MLS1,Rse,-0.0692720090998015
810,Rsep,RPL15B,MLS1,Aan,-0.0692720090998015
811,Rsep,RPL15B,MLS1,Cro,-0.0692720090998015
812,Rsep,RPL15B,MLS1,Cpo,-0.0692720090998015
813,Rsep,RPL15B,MLS1,Oeu,-0.0692720090998015
814,Rsep,RPL15B,MLS1,Cac,-0.0692720090998015
815,Cacu,PCK1,MLS1,Cac,-0.0991311362197109
816,Cacu,PCK1,MLS1,Oeu,-0.0991311362197109
817,Cacu,PCK1,MLS1,Cpo,-0.0991311362197109
818,Cacu,PCK1,MLS1,Ani,-0.0991311362197109
819,Cacu,PCK1,MLS1,Ahu,-0.0991311362197109
820,Cacu,PCK1,MLS1,Rse,-0.0991311362197109
821,Cacu,PCK1,MLS1,Clo,-0.0991311362197109
822,Cacu,PCK1,MLS1,Aan,-0.0991311362197109
823,Cacu,PCK1,MLS1,Cro,-0.0991311362197109
824,Cro,PCK1,CCW12,Clo,-0.1309047723522418
825,Cro,PCK1,CCW12,Rse,-0.1309047723522418
826,Cro,PCK1,CCW12,Ahu,-0.1309047723522418
827,Cro,PCK1,CCW12,Cro,-0.1309047723522418
828,Cro,PCK1,CCW12,Cac,-0.1309047723522418
829,Cro,PCK1,CCW12,Ara,-0.1309047723522418
830,Cro,PCK1,CCW12,Aan,-0.1309047723522418
831,Cro,PCK1,CCW12,Oeu,-0.1309047723522418
832,Cro,PCK1,CCW12,Cpo,-0.1309047723522418
833,Cro,PCK1,CCW12,Ani,-0.1309047723522418
834,Ccal,PCK1,URE2,Ara,-0.3525150450892163
835,Ccal,PCK1,URE2,Ani,-0.3525150450892163
836,Ccal,PCK1,URE2,Cro,-0.3525150450892163
837,Ccal,PCK1,URE2,Rse,-0.3525150450892163
838,Ccal,PCK1,URE2,Ahu,-0.3525150450892163
839,Ccal,PCK1,URE2,Cpo,-0.3525150450892163
840,Ccal,PCK1,URE2,Oeu,-0.3525150450892163
841,Ccal,PCK1,URE2,Cac,-0.3525150450892163
842,Smus,PCK1,URE2,Aan,-0.4026030125061304
843,Smus,PCK1,URE2,Cro,-0.4026030125061304
844,Smus,PCK1,URE2,Cpo,-0.4026030125061304
845,Smus,PCK1,URE2,Ara,-0.4026030125061304
846,Smus,PCK1,URE2,Clo,-0.4026030125061304
847,Smus,PCK1,URE2,Rse,-0.4026030125061304
848,Smus,PCK1,URE2,Ahu,-0.4026030125061304
849,Smus,PCK1,URE2,Ani,-0.4026030125061304
850,Smus,PCK1,URE2,Cac,-0.4026030125061304
851,Smus,PCK1,URE2,Oeu,-0.4026030125061304
852,Cro,CYC1,MLS1,Cro,-0.4515536232979755
853,Cro,CYC1,MLS1,Aan,-0.4515536232979755
854,Cro,CYC1,MLS1,Ara,-0.4515536232979755
855,Cro,CYC1,MLS1,Clo,-0.4515536232979755
856,Cro,CYC1,MLS1,Rse,-0.4515536232979755
857,Cro,CYC1,MLS1,Ahu,-0.4515536232979755
858,Cro,CYC1,MLS1,Ani,-0.4515536232979755
859,Cro,CYC1,MLS1,Oeu,-0.4515536232979755
860,Cro,CYC1,MLS1,Cpo,-0.4515536232979755
861,Ccal,PCK1,MLS1,Oeu,-0.5824376659357604
862,Ccal,PCK1,MLS1,Rse,-0.5824376659357604
863,Ccal,PCK1,MLS1,Ani,-0.5824376659357604
864,Ccal,PCK1,MLS1,Ahu,-0.5824376659357604
865,Ccal,PCK1,MLS1,Cac,-0.5824376659357604
866,Ccal,PCK1,MLS1,Cro,-0.5824376659357604
867,Ccal,PCK1,MLS1,Ara,-0.5824376659357604
868,Ccal,PCK1,MLS1,Clo,-0.5824376659357604
869,Vmin,PCK1,URE2,Ara,-0.7126595064024208
870,Vmin,PCK1,URE2,Clo,-0.7126595064024208
871,Vmin,PCK1,URE2,Rse,-0.7126595064024208
872,Vmin,PCK1,URE2,Cac,-0.7126595064024208
873,Vmin,PCK1,URE2,Cpo,-0.7126595064024208
874,Vmin,PCK1,URE2,Oeu,-0.7126595064024208
875,Vmin,PCK1,URE2,Cro,-0.7126595064024208
876,Vmin,PCK1,URE2,Aan,-0.7126595064024208
877,Rsep,PCK1,URE2,Cpo,-0.758199751790432
878,Rsep,PCK1,URE2,Cac,-0.758199751790432
879,Rsep,PCK1,URE2,Ani,-0.758199751790432
880,Rsep,PCK1,URE2,Ahu,-0.758199751790432
881,Rsep,PCK1,URE2,Clo,-0.758199751790432
882,Rsep,PCK1,URE2,Ara,-0.758199751790432
883,Rsep,PCK1,URE2,Cro,-0.758199751790432
884,Rsep,PCK1,URE2,Oeu,-0.758199751790432
885,Vmin,PCK1,MLS1,Oeu,-0.8071504397320233
886,Vmin,PCK1,MLS1,Clo,-0.8071504397320233
887,Vmin,PCK1,MLS1,Cac,-0.8071504397320233
888,Vmin,PCK1,MLS1,Cro,-0.8071504397320233
889,Vmin,PCK1,MLS1,Ara,-0.8071504397320233
890,Vmin,PCK1,MLS1,Rse,-0.8071504397320233
891,Vmin,PCK1,MLS1,Cpo,-0.8071504397320233
892,Vmin,PCK1,MLS1,Ahu,-0.8071504397320233
893,Vmin,PCK1,MLS1,Ani,-0.8071504397320233
894,Cacu,RPL15B,TPI1,Cpo,-0.8140285806696994
895,Cacu,RPL15B,TPI1,Cac,-0.8140285806696994
896,Cacu,RPL15B,TPI1,Ani,-0.8140285806696994
897,Cacu,RPL15B,TPI1,Ahu,-0.8140285806696994
898,Cacu,RPL15B,TPI1,Rse,-0.8140285806696994
899,Cacu,RPL15B,TPI1,Clo,-0.8140285806696994
900,Cacu,RPL15B,TPI1,Ara,-0.8140285806696994
901,Cacu,RPL15B,TPI1,Oeu,-0.8140285806696994
902,Cacu,RPL15B,TPI1,Cro,-0.8140285806696994
903,Cacu,RPL15B,TPI1,Aan,-0.8140285806696994
904,Opum,PCK1,URE2,Ahu,-0.9145709116176092
905,Opum,PCK1,URE2,Aan,-0.9145709116176092
906,Opum,PCK1,URE2,Cro,-0.9145709116176092
907,Opum,PCK1,URE2,Ara,-0.9145709116176092
908,Opum,PCK1,URE2,Oeu,-0.9145709116176092
909,Opum,PCK1,URE2,Cac,-0.9145709116176092
910,Opum,PCK1,URE2,Ani,-0.9145709116176092
911,Cacu,ENO2,URE2,Ara,-1.0166799491311878
912,Cacu,ENO2,URE2,Cro,-1.0166799491311878
913,Cacu,ENO2,URE2,Aan,-1.0166799491311878
914,Cacu,ENO2,URE2,Clo,-1.0166799491311878
915,Cacu,ENO2,URE2,Ahu,-1.0166799491311878
916,Cacu,ENO2,URE2,Ani,-1.0166799491311878
917,Cacu,ENO2,URE2,Cac,-1.0166799491311878
918,Cacu,ENO2,URE2,Oeu,-1.0166799491311878
919,Cacu,ENO2,URE2,Cpo,-1.0166799491311878
920,Cacu,RPL15B,MLS1,Ani,-1.109951618451241
921,Cacu,RPL15B,MLS1,Cro,-1.109951618451241
922,Cacu,RPL15B,MLS1,Aan,-1.109951618451241
923,Cacu,RPL15B,MLS1,Ara,-1.109951618451241
924,Cacu,RPL15B,MLS1,Clo,-1.109951618451241
925,Cacu,RPL15B,MLS1,Ahu,-1.109951618451241
926,Cacu,RPL15B,MLS1,Rse,-1.109951618451241
927,Cacu,RPL15B,MLS1,Cac,-1.109951618451241
928,Cacu,RPL15B,MLS1,Cpo,-1.109951618451241
929,Cacu,RPL15B,MLS1,Oeu,-1.109951618451241
930,Oeu,RPL15B,URE2,Oeu,-1.230531699238707
931,Oeu,RPL15B,URE2,Cac,-1.230531699238707
932,Oeu,RPL15B,URE2,Ani,-1.230531699238707
933,Oeu,RPL15B,URE2,Cro,-1.230531699238707
934,Oeu,RPL15B,URE2,Aan,-1.230531699238707
935,Oeu,RPL15B,URE2,Ara,-1.230531699238707
936,Oeu,RPL15B,URE2,Ahu,-1.230531699238707
937,Oeu,RPL15B,URE2,Rse,-1.230531699238707
938,Opum,PCK1,MLS1,Cro,-1.4756519526194651
939,Opum,PCK1,MLS1,Rse,-1.4756519526194651
940,Opum,PCK1,MLS1,Clo,-1.4756519526194651
941,Opum,PCK1,MLS1,Ara,-1.4756519526194651
942,Opum,PCK1,MLS1,Aan,-1.4756519526194651
943,Opum,PCK1,MLS1,Ahu,-1.4756519526194651
944,Opum,PCK1,MLS1,Cpo,-1.4756519526194651
945,Opum,PCK1,MLS1,Ani,-1.4756519526194651
946,Opum,RPL15B,URE2,Ara,-1.5866940443791044
