ID,name,date,box,row,col,size,seq,concentration,volume,features,location,reference,comments,description
,,,1,A,9,,,,,,,,,
,,,1,B,1,,,,,,,,,
,,,1,B,2,,,,,,,,,
,,,1,B,3,,,,,,,,,
,,,1,B,4,,,,,,,,,
,,,1,B,5,,,,,,,,,
,,,1,B,6,,,,,,,,,
,,,1,B,7,,,,,,,,,
,,,1,B,8,,,,,,,,,
,,,1,B,9,,,,,,,,,
,,,1,C,1,,,,,,,,,
,,,1,C,2,,,,,,,,,
,,,1,C,3,,,,,,,,,
,,,1,C,4,,,,,,,,,
,,,1,C,5,,,,,,,,,
,,,1,C,6,,,,,,,,,
,,,1,C,7,,,,,,,,,
,,,1,C,8,,,,,,,,,
,,,1,C,9,,,,,,,,,
,,,1,D,1,,,,,,,,,
,,,1,D,2,,,,,,,,,
,,,1,D,3,,,,,,,,,
,,,1,D,4,,,,,,,,,
,,,1,D,5,,,,,,,,,
,,,1,D,6,,,,,,,,,
,,,1,D,7,,,,,,,,,
,,,1,D,8,,,,,,,,,
,,,1,D,9,,,,,,,,,
,,,1,E,1,,,,,,,,,
,,,1,E,2,,,,,,,,,
,,,1,E,3,,,,,,,,,
,,,1,E,4,,,,,,,,,
,,,1,E,5,,,,,,,,,
,,,1,E,6,,,,,,,,,
,,,1,E,7,,,,,,,,,
,,,1,E,8,,,,,,,,,
,,,1,E,9,,,,,,,,,
,,,1,F,1,,,,,,,,,
,,,1,F,2,,,,,,,,,
,,,1,F,3,,,,,,,,,
,,,1,F,4,,,,,,,,,
,,,1,F,5,,,,,,,,,
,,,1,F,6,,,,,,,,,
,,,1,F,7,,,,,,,,,
,,,1,F,8,,,,,,,,,
,,,1,F,9,,,,,,,,,
,,,1,G,1,,,,,,,,,
,,,1,G,2,,,,,,,,,
,,,1,G,3,,,,,,,,,
,,,1,G,4,,,,,,,,,
,,,1,G,5,,,,,,,,,
,,,1,G,6,,,,,,,,,
,,,1,G,7,,,,,,,,,
,,,1,G,8,,,,,,,,,
,,,1,G,9,,,,,,,,,
,,,1,H,1,,,,,,,,,
,,,1,H,2,,,,,,,,,
,,,1,H,3,,,,,,,,,
,,,1,H,4,,,,,,,,,
,,,1,H,5,,,,,,,,,
,,,1,H,6,,,,,,,,,
,,,1,H,7,,,,,,,,,
,,,1,H,8,,,,,,,,,
,,,1,H,9,,,,,,,,,
,,,1,I,1,,,,,,,,,
,,,1,I,2,,,,,,,,,
,,,1,I,3,,,,,,,,,
,,,1,I,4,,,,,,,,,
,,,1,I,5,,,,,,,,,
,,,1,I,6,,,,,,,,,
,,,1,I,7,,,,,,,,,
,,,1,I,8,,,,,,,,,
,,,1,I,9,,,,,,,,,
,,,2,A,1,,,,,,,,,
,,,2,A,2,,,,,,,,,
,,,2,A,3,,,,,,,,,
,,,2,A,4,,,,,,,,,
,,,2,A,5,,,,,,,,,
,,,2,A,6,,,,,,,,,
,,,2,A,7,,,,,,,,,
,,,2,A,8,,,,,,,,,
,,,2,A,9,,,,,,,,,
,,,2,B,1,,,,,,,,,
,,,2,B,2,,,,,,,,,
,,,2,B,3,,,,,,,,,
,,,2,B,4,,,,,,,,,
,,,2,B,5,,,,,,,,,
,,,2,B,6,,,,,,,,,
,,,2,B,7,,,,,,,,,
,,,2,B,8,,,,,,,,,
,,,2,B,9,,,,,,,,,
,,,2,C,1,,,,,,,,,
,,,2,C,2,,,,,,,,,
,,,2,C,3,,,,,,,,,
,,,2,C,4,,,,,,,,,
,,,2,C,5,,,,,,,,,
,,,2,C,6,,,,,,,,,
,,,2,C,7,,,,,,,,,
,,,2,C,8,,,,,,,,,
,,,2,C,9,,,,,,,,,
,,,2,D,1,,,,,,,,,
,,,2,D,2,,,,,,,,,
,,,2,D,3,,,,,,,,,
,,,2,D,4,,,,,,,,,
,,,2,D,5,,,,,,,,,
,,,2,D,6,,,,,,,,,
,,,2,D,7,,,,,,,,,
,,,2,D,8,,,,,,,,,
,,,2,D,9,,,,,,,,,
,,,2,E,1,,,,,,,,,
,,,2,E,2,,,,,,,,,
,,,2,E,3,,,,,,,,,
,,,2,E,4,,,,,,,,,
,,,2,E,5,,,,,,,,,
,,,2,E,6,,,,,,,,,
,,,2,E,7,,,,,,,,,
,,,2,E,8,,,,,,,,,
,,,2,E,9,,,,,,,,,
,,,2,F,1,,,,,,,,,
,,,2,F,2,,,,,,,,,
,,,2,F,3,,,,,,,,,
,,,2,F,4,,,,,,,,,
,,,2,F,5,,,,,,,,,
,,,2,F,6,,,,,,,,,
,,,2,F,7,,,,,,,,,
,,,2,F,8,,,,,,,,,
,,,2,F,9,,,,,,,,,
,,,2,G,1,,,,,,,,,
,,,2,G,2,,,,,,,,,
,,,2,G,3,,,,,,,,,
,,,2,G,4,,,,,,,,,
,,,2,G,5,,,,,,,,,
,,,2,G,6,,,,,,,,,
,,,2,G,7,,,,,,,,,
,,,2,G,8,,,,,,,,,
,,,2,G,9,,,,,,,,,
,,,2,H,1,,,,,,,,,
,,,2,H,2,,,,,,,,,
,,,2,H,3,,,,,,,,,
,,,2,H,4,,,,,,,,,
,,,2,H,5,,,,,,,,,
,,,2,H,6,,,,,,,,,
,,,2,H,7,,,,,,,,,
,,,2,H,8,,,,,,,,,
,,,2,H,9,,,,,,,,,
,,,2,I,1,,,,,,,,,
,,,2,I,2,,,,,,,,,
,,,2,I,3,,,,,,,,,
,,,2,I,4,,,,,,,,,
,,,2,I,5,,,,,,,,,
,,,2,I,6,,,,,,,,,
,,,2,I,7,,,,,,,,,
,,,2,I,8,,,,,,,,,
,,,2,I,9,,,,,,,,,
,,,3,A,1,,,,,,,,,
,,,3,A,2,,,,,,,,,
,,,3,A,3,,,,,,,,,
,,,3,A,4,,,,,,,,,
,,,3,A,5,,,,,,,,,
,,,3,A,6,,,,,,,,,
,,,3,A,7,,,,,,,,,
,,,3,A,8,,,,,,,,,
,,,3,A,9,,,,,,,,,
,,,3,B,1,,,,,,,,,
,,,3,B,2,,,,,,,,,
,,,3,B,3,,,,,,,,,
,,,3,B,4,,,,,,,,,
,,,3,B,5,,,,,,,,,
,,,3,B,6,,,,,,,,,
,,,3,B,7,,,,,,,,,
,,,3,B,8,,,,,,,,,
,,,3,B,9,,,,,,,,,
,,,3,C,1,,,,,,,,,
,,,3,C,2,,,,,,,,,
,,,3,C,3,,,,,,,,,
,,,3,C,4,,,,,,,,,
,,,3,C,5,,,,,,,,,
,,,3,C,6,,,,,,,,,
,,,3,C,7,,,,,,,,,
,,,3,C,8,,,,,,,,,
,,,3,C,9,,,,,,,,,
,,,3,D,1,,,,,,,,,
,,,3,D,2,,,,,,,,,
,,,3,D,3,,,,,,,,,
,,,3,D,4,,,,,,,,,
,,,3,D,5,,,,,,,,,
,,,3,D,6,,,,,,,,,
,,,3,D,7,,,,,,,,,
,,,3,D,8,,,,,,,,,
,,,3,D,9,,,,,,,,,
,,,3,E,1,,,,,,,,,
,,,3,E,2,,,,,,,,,
,,,3,E,3,,,,,,,,,
,,,3,E,4,,,,,,,,,
,,,3,E,5,,,,,,,,,
,,,3,E,6,,,,,,,,,
,,,3,E,7,,,,,,,,,
,,,3,E,8,,,,,,,,,
,,,3,E,9,,,,,,,,,
,,,3,F,1,,,,,,,,,
,,,3,F,2,,,,,,,,,
,,,3,F,3,,,,,,,,,
,,,3,F,4,,,,,,,,,
,,,3,F,5,,,,,,,,,
,,,3,F,6,,,,,,,,,
,,,3,F,7,,,,,,,,,
,,,3,F,8,,,,,,,,,
,,,3,F,9,,,,,,,,,
,,,3,G,1,,,,,,,,,
,,,3,G,2,,,,,,,,,
,,,3,G,3,,,,,,,,,
,,,3,G,4,,,,,,,,,
,,,3,G,5,,,,,,,,,
,,,3,G,6,,,,,,,,,
,,,3,G,7,,,,,,,,,
,,,3,G,8,,,,,,,,,
,,,3,G,9,,,,,,,,,
,,,3,H,1,,,,,,,,,
,,,3,H,2,,,,,,,,,
,,,3,H,3,,,,,,,,,
,,,3,H,4,,,,,,,,,
,,,3,H,5,,,,,,,,,
,,,3,H,6,,,,,,,,,
,,,3,H,7,,,,,,,,,
,,,3,H,8,,,,,,,,,
,,,3,H,9,,,,,,,,,
,,,3,I,1,,,,,,,,,
,,,3,I,2,,,,,,,,,
,,,3,I,3,,,,,,,,,
,,,3,I,4,,,,,,,,,
,,,3,I,5,,,,,,,,,
,,,3,I,6,,,,,,,,,
,,,3,I,7,,,,,,,,,
,,,3,I,8,,,,,,,,,
,,,3,I,9,,,,,,,,,
,,,4,A,1,,,,,,,,,
,,,4,A,2,,,,,,,,,
,,,4,A,3,,,,,,,,,
,,,4,A,4,,,,,,,,,
,,,4,A,5,,,,,,,,,
,,,4,A,6,,,,,,,,,
,,,4,A,7,,,,,,,,,
,,,4,A,8,,,,,,,,,
,,,4,A,9,,,,,,,,,
,,,4,B,1,,,,,,,,,
,,,4,B,2,,,,,,,,,
,,,4,B,3,,,,,,,,,
,,,4,B,4,,,,,,,,,
,,,4,B,5,,,,,,,,,
,,,4,B,6,,,,,,,,,
,,,4,B,7,,,,,,,,,
,,,4,B,8,,,,,,,,,
,,,4,B,9,,,,,,,,,
,,,4,C,1,,,,,,,,,
,,,4,C,2,,,,,,,,,
,,,4,C,3,,,,,,,,,
,,,4,C,4,,,,,,,,,
,,,4,C,5,,,,,,,,,
,,,4,C,6,,,,,,,,,
,,,4,C,7,,,,,,,,,
,,,4,C,8,,,,,,,,,
,,,4,C,9,,,,,,,,,
,,,4,D,1,,,,,,,,,
,,,4,D,2,,,,,,,,,
,,,4,D,3,,,,,,,,,
,,,4,D,4,,,,,,,,,
,,,4,D,5,,,,,,,,,
,,,4,D,6,,,,,,,,,
,,,4,D,7,,,,,,,,,
,,,4,D,8,,,,,,,,,
,,,4,D,9,,,,,,,,,
,,,4,E,1,,,,,,,,,
,,,4,E,2,,,,,,,,,
,,,4,E,3,,,,,,,,,
,,,4,E,4,,,,,,,,,
,,,4,E,5,,,,,,,,,
,,,4,E,6,,,,,,,,,
,,,4,E,7,,,,,,,,,
,,,4,E,8,,,,,,,,,
,,,4,E,9,,,,,,,,,
,,,4,F,1,,,,,,,,,
,,,4,F,2,,,,,,,,,
,,,4,F,3,,,,,,,,,
,,,4,F,4,,,,,,,,,
,,,4,F,5,,,,,,,,,
,,,4,F,6,,,,,,,,,
,,,4,F,7,,,,,,,,,
,,,4,F,8,,,,,,,,,
,,,4,F,9,,,,,,,,,
,,,4,G,1,,,,,,,,,
,,,4,G,2,,,,,,,,,
,,,4,G,3,,,,,,,,,
,,,4,G,4,,,,,,,,,
,,,4,G,5,,,,,,,,,
,,,4,G,6,,,,,,,,,
,,,4,G,7,,,,,,,,,
,,,4,G,8,,,,,,,,,
,,,4,G,9,,,,,,,,,
,,,4,H,1,,,,,,,,,
,,,4,H,2,,,,,,,,,
,,,4,H,3,,,,,,,,,
,,,4,H,4,,,,,,,,,
,,,4,H,5,,,,,,,,,
,,,4,H,6,,,,,,,,,
,,,4,H,7,,,,,,,,,
,,,4,H,8,,,,,,,,,
,,,4,H,9,,,,,,,,,
,,,4,I,1,,,,,,,,,
,,,4,I,2,,,,,,,,,
,,,4,I,3,,,,,,,,,
,,,4,I,4,,,,,,,,,
,,,4,I,5,,,,,,,,,
,,,4,I,6,,,,,,,,,
,,,4,I,7,,,,,,,,,
,,,4,I,8,,,,,,,,,
,,,4,I,9,,,,,,,,,
,,,5,A,1,,,,,,,,,
,,,5,A,2,,,,,,,,,
,,,5,A,3,,,,,,,,,
,,,5,A,4,,,,,,,,,
,,,5,A,5,,,,,,,,,
,,,5,A,6,,,,,,,,,
,,,5,A,7,,,,,,,,,
,,,5,A,8,,,,,,,,,
,,,5,A,9,,,,,,,,,
,,,5,B,1,,,,,,,,,
,,,5,B,2,,,,,,,,,
,,,5,B,3,,,,,,,,,
,,,5,B,4,,,,,,,,,
,,,5,B,5,,,,,,,,,
,,,5,B,6,,,,,,,,,
,,,5,B,7,,,,,,,,,
,,,5,B,8,,,,,,,,,
,,,5,B,9,,,,,,,,,
,,,5,C,1,,,,,,,,,
,,,5,C,2,,,,,,,,,
,,,5,C,3,,,,,,,,,
,,,5,C,4,,,,,,,,,
,,,5,C,5,,,,,,,,,
,,,5,C,6,,,,,,,,,
,,,5,C,7,,,,,,,,,
,,,5,C,8,,,,,,,,,
,,,5,C,9,,,,,,,,,
,,,5,D,1,,,,,,,,,
,,,5,D,2,,,,,,,,,
,,,5,D,3,,,,,,,,,
,,,5,D,4,,,,,,,,,
,,,5,D,5,,,,,,,,,
,,,5,D,6,,,,,,,,,
,,,5,D,7,,,,,,,,,
,,,5,D,8,,,,,,,,,
,,,5,D,9,,,,,,,,,
,,,5,E,1,,,,,,,,,
,,,5,E,2,,,,,,,,,
,,,5,E,3,,,,,,,,,
,,,5,E,4,,,,,,,,,
,,,5,E,5,,,,,,,,,
,,,5,E,6,,,,,,,,,
,,,5,E,7,,,,,,,,,
,,,5,E,8,,,,,,,,,
,,,5,E,9,,,,,,,,,
,,,5,F,1,,,,,,,,,
,,,5,F,2,,,,,,,,,
,,,5,F,3,,,,,,,,,
,,,5,F,4,,,,,,,,,
,,,5,F,5,,,,,,,,,
,,,5,F,6,,,,,,,,,
,,,5,F,7,,,,,,,,,
,,,5,F,8,,,,,,,,,
,,,5,F,9,,,,,,,,,
,,,5,G,1,,,,,,,,,
,,,5,G,2,,,,,,,,,
,,,5,G,3,,,,,,,,,
,,,5,G,4,,,,,,,,,
,,,5,G,5,,,,,,,,,
,,,5,G,6,,,,,,,,,
,,,5,G,7,,,,,,,,,
,,,5,G,8,,,,,,,,,
,,,5,G,9,,,,,,,,,
,,,5,H,1,,,,,,,,,
,,,5,H,2,,,,,,,,,
,,,5,H,3,,,,,,,,,
,,,5,H,4,,,,,,,,,
,,,5,H,5,,,,,,,,,
,,,5,H,6,,,,,,,,,
,,,5,H,7,,,,,,,,,
,,,5,H,8,,,,,,,,,
,,,5,H,9,,,,,,,,,
,,,5,I,1,,,,,,,,,
,,,5,I,2,,,,,,,,,
,,,5,I,3,,,,,,,,,
,,,5,I,4,,,,,,,,,
,,,5,I,5,,,,,,,,,
,,,5,I,6,,,,,,,,,
,,,5,I,7,,,,,,,,,
,,,5,I,8,,,,,,,,,
,,,5,I,9,,,,,,,,,
,,,6,A,1,,,,,,,,,
,,,6,A,2,,,,,,,,,
,,,6,A,3,,,,,,,,,
,,,6,A,4,,,,,,,,,
,,,6,A,5,,,,,,,,,
,,,6,A,6,,,,,,,,,
,,,6,A,7,,,,,,,,,
,,,6,A,8,,,,,,,,,
,,,6,A,9,,,,,,,,,
,,,6,B,1,,,,,,,,,
,,,6,B,2,,,,,,,,,
,,,6,B,3,,,,,,,,,
,,,6,B,4,,,,,,,,,
,,,6,B,5,,,,,,,,,
,,,6,B,6,,,,,,,,,
,,,6,B,7,,,,,,,,,
,,,6,B,8,,,,,,,,,
,,,6,B,9,,,,,,,,,
,,,6,C,1,,,,,,,,,
,,,6,C,2,,,,,,,,,
,,,6,C,3,,,,,,,,,
,,,6,C,4,,,,,,,,,
,,,6,C,5,,,,,,,,,
,,,6,C,6,,,,,,,,,
,,,6,C,7,,,,,,,,,
,,,6,C,8,,,,,,,,,
,,,6,C,9,,,,,,,,,
,,,6,D,1,,,,,,,,,
,,,6,D,2,,,,,,,,,
,,,6,D,3,,,,,,,,,
,,,6,D,4,,,,,,,,,
,,,6,D,5,,,,,,,,,
,,,6,D,6,,,,,,,,,
,,,6,D,7,,,,,,,,,
,,,6,D,8,,,,,,,,,
,,,6,D,9,,,,,,,,,
,,,6,E,1,,,,,,,,,
,,,6,E,2,,,,,,,,,
,,,6,E,3,,,,,,,,,
,,,6,E,4,,,,,,,,,
,,,6,E,5,,,,,,,,,
,,,6,E,6,,,,,,,,,
,,,6,E,7,,,,,,,,,
,,,6,E,8,,,,,,,,,
,,,6,E,9,,,,,,,,,
,,,6,F,1,,,,,,,,,
,,,6,F,2,,,,,,,,,
,,,6,F,3,,,,,,,,,
,,,6,F,4,,,,,,,,,
,,,6,F,5,,,,,,,,,
,,,6,F,6,,,,,,,,,
,,,6,F,7,,,,,,,,,
,,,6,F,8,,,,,,,,,
,,,6,F,9,,,,,,,,,
,,,6,G,1,,,,,,,,,
,,,6,G,2,,,,,,,,,
,,,6,G,3,,,,,,,,,
,,,6,G,4,,,,,,,,,
,,,6,G,5,,,,,,,,,
,,,6,G,6,,,,,,,,,
,,,6,G,7,,,,,,,,,
,,,6,G,8,,,,,,,,,
,,,6,G,9,,,,,,,,,
,,,6,H,1,,,,,,,,,
,,,6,H,2,,,,,,,,,
,,,6,H,3,,,,,,,,,
,,,6,H,4,,,,,,,,,
,,,6,H,5,,,,,,,,,
,,,6,H,6,,,,,,,,,
,,,6,H,7,,,,,,,,,
,,,6,H,8,,,,,,,,,
,,,6,H,9,,,,,,,,,
,,,6,I,1,,,,,,,,,
,,,6,I,2,,,,,,,,,
,,,6,I,3,,,,,,,,,
,,,6,I,4,,,,,,,,,
,,,6,I,5,,,,,,,,,
,,,6,I,6,,,,,,,,,
,,,6,I,7,,,,,,,,,
,,,6,I,8,,,,,,,,,
,,,6,I,9,,,,,,,,,
,,,7,A,1,,,,,,,,,
,,,7,A,2,,,,,,,,,
,,,7,A,3,,,,,,,,,
,,,7,A,4,,,,,,,,,
,,,7,A,5,,,,,,,,,
,,,7,A,6,,,,,,,,,
,,,7,A,7,,,,,,,,,
,,,7,A,8,,,,,,,,,
,,,7,A,9,,,,,,,,,
,,,7,B,1,,,,,,,,,
,,,7,B,2,,,,,,,,,
,,,7,B,3,,,,,,,,,
,,,7,B,4,,,,,,,,,
,,,7,B,5,,,,,,,,,
,,,7,B,6,,,,,,,,,
,,,7,B,7,,,,,,,,,
,,,7,B,8,,,,,,,,,
,,,7,B,9,,,,,,,,,
,,,7,C,1,,,,,,,,,
,,,7,C,2,,,,,,,,,
,,,7,C,3,,,,,,,,,
,,,7,C,4,,,,,,,,,
,,,7,C,5,,,,,,,,,
,,,7,C,6,,,,,,,,,
,,,7,C,7,,,,,,,,,
,,,7,C,8,,,,,,,,,
,,,7,C,9,,,,,,,,,
,,,7,D,1,,,,,,,,,
,,,7,D,2,,,,,,,,,
,,,7,D,3,,,,,,,,,
,,,7,D,4,,,,,,,,,
,,,7,D,5,,,,,,,,,
,,,7,D,6,,,,,,,,,
,,,7,D,7,,,,,,,,,
,,,7,D,8,,,,,,,,,
,,,7,D,9,,,,,,,,,
,,,7,E,1,,,,,,,,,
,,,7,E,2,,,,,,,,,
,,,7,E,3,,,,,,,,,
,,,7,E,4,,,,,,,,,
,,,7,E,5,,,,,,,,,
,,,7,E,6,,,,,,,,,
,,,7,E,7,,,,,,,,,
,,,7,E,8,,,,,,,,,
,,,7,E,9,,,,,,,,,
,,,7,F,1,,,,,,,,,
,,,7,F,2,,,,,,,,,
,,,7,F,3,,,,,,,,,
,,,7,F,4,,,,,,,,,
,,,7,F,5,,,,,,,,,
,,,7,F,6,,,,,,,,,
,,,7,F,7,,,,,,,,,
,,,7,F,8,,,,,,,,,
,,,7,F,9,,,,,,,,,
,,,7,G,1,,,,,,,,,
,,,7,G,2,,,,,,,,,
,,,7,G,3,,,,,,,,,
,,,7,G,4,,,,,,,,,
,,,7,G,5,,,,,,,,,
,,,7,G,6,,,,,,,,,
,,,7,G,7,,,,,,,,,
,,,7,G,8,,,,,,,,,
,,,7,G,9,,,,,,,,,
,,,7,H,1,,,,,,,,,
,,,7,H,2,,,,,,,,,
,,,7,H,3,,,,,,,,,
,,,7,H,4,,,,,,,,,
,,,7,H,5,,,,,,,,,
,,,7,H,6,,,,,,,,,
,,,7,H,7,,,,,,,,,
,,,7,H,8,,,,,,,,,
,,,7,H,9,,,,,,,,,
,,,7,I,1,,,,,,,,,
,,,7,I,2,,,,,,,,,
,,,7,I,3,,,,,,,,,
,,,7,I,4,,,,,,,,,
,,,7,I,5,,,,,,,,,
,,,7,I,6,,,,,,,,,
,,,7,I,7,,,,,,,,,
,,,7,I,8,,,,,,,,,
,,,7,I,9,,,,,,,,,
,,,8,A,1,,,,,,,,,
,,,8,A,2,,,,,,,,,
,,,8,A,3,,,,,,,,,
,,,8,A,4,,,,,,,,,
,,,8,A,5,,,,,,,,,
,,,8,A,6,,,,,,,,,
,,,8,A,7,,,,,,,,,
,,,8,A,8,,,,,,,,,
,,,8,A,9,,,,,,,,,
,,,8,B,1,,,,,,,,,
,,,8,B,2,,,,,,,,,
,,,8,B,3,,,,,,,,,
,,,8,B,4,,,,,,,,,
,,,8,B,5,,,,,,,,,
,,,8,B,6,,,,,,,,,
,,,8,B,7,,,,,,,,,
,,,8,B,8,,,,,,,,,
,,,8,B,9,,,,,,,,,
,,,8,C,1,,,,,,,,,
,,,8,C,2,,,,,,,,,
,,,8,C,3,,,,,,,,,
,,,8,C,4,,,,,,,,,
,,,8,C,5,,,,,,,,,
,,,8,C,6,,,,,,,,,
,,,8,C,7,,,,,,,,,
,,,8,C,8,,,,,,,,,
,,,8,C,9,,,,,,,,,
,,,8,D,1,,,,,,,,,
,,,8,D,2,,,,,,,,,
,,,8,D,3,,,,,,,,,
,,,8,D,4,,,,,,,,,
,,,8,D,5,,,,,,,,,
,,,8,D,6,,,,,,,,,
,,,8,D,7,,,,,,,,,
,,,8,D,8,,,,,,,,,
,,,8,D,9,,,,,,,,,
,,,8,E,1,,,,,,,,,
,,,8,E,2,,,,,,,,,
,,,8,E,3,,,,,,,,,
,,,8,E,4,,,,,,,,,
,,,8,E,5,,,,,,,,,
,,,8,E,6,,,,,,,,,
,,,8,E,7,,,,,,,,,
,,,8,E,8,,,,,,,,,
,,,8,E,9,,,,,,,,,
,,,8,F,1,,,,,,,,,
,,,8,F,2,,,,,,,,,
,,,8,F,3,,,,,,,,,
,,,8,F,4,,,,,,,,,
,,,8,F,5,,,,,,,,,
,,,8,F,6,,,,,,,,,
,,,8,F,7,,,,,,,,,
,,,8,F,8,,,,,,,,,
,,,8,F,9,,,,,,,,,
,,,8,G,1,,,,,,,,,
,,,8,G,2,,,,,,,,,
,,,8,G,3,,,,,,,,,
,,,8,G,4,,,,,,,,,
,,,8,G,5,,,,,,,,,
,,,8,G,6,,,,,,,,,
,,,8,G,7,,,,,,,,,
,,,8,G,8,,,,,,,,,
,,,8,G,9,,,,,,,,,
,,,8,H,1,,,,,,,,,
,,,8,H,2,,,,,,,,,
,,,8,H,3,,,,,,,,,
,,,8,H,4,,,,,,,,,
,,,8,H,5,,,,,,,,,
,,,8,H,6,,,,,,,,,
,,,8,H,7,,,,,,,,,
,,,8,H,8,,,,,,,,,
,,,8,H,9,,,,,,,,,
,,,8,I,1,,,,,,,,,
,,,8,I,2,,,,,,,,,
,,,8,I,3,,,,,,,,,
,,,8,I,4,,,,,,,,,
,,,8,I,5,,,,,,,,,
,,,8,I,6,,,,,,,,,
,,,8,I,7,,,,,,,,,
,,,8,I,8,,,,,,,,,
,,,8,I,9,,,,,,,,,
,,,9,A,1,,,,,,,,,
,,,9,A,2,,,,,,,,,
,,,9,A,3,,,,,,,,,
,,,9,A,4,,,,,,,,,
,,,9,A,5,,,,,,,,,
,,,9,A,6,,,,,,,,,
,,,9,A,7,,,,,,,,,
,,,9,A,8,,,,,,,,,
,,,9,A,9,,,,,,,,,
,,,9,B,1,,,,,,,,,
,,,9,B,2,,,,,,,,,
,,,9,B,3,,,,,,,,,
,,,9,B,4,,,,,,,,,
,,,9,B,5,,,,,,,,,
,,,9,B,6,,,,,,,,,
,,,9,B,7,,,,,,,,,
,,,9,B,8,,,,,,,,,
,,,9,B,9,,,,,,,,,
,,,9,C,1,,,,,,,,,
,,,9,C,2,,,,,,,,,
,,,9,C,3,,,,,,,,,
,,,9,C,4,,,,,,,,,
,,,9,C,5,,,,,,,,,
,,,9,C,6,,,,,,,,,
,,,9,C,7,,,,,,,,,
,,,9,C,8,,,,,,,,,
,,,9,C,9,,,,,,,,,
,,,9,D,1,,,,,,,,,
,,,9,D,2,,,,,,,,,
,,,9,D,3,,,,,,,,,
,,,9,D,4,,,,,,,,,
,,,9,D,5,,,,,,,,,
,,,9,D,6,,,,,,,,,
,,,9,D,7,,,,,,,,,
,,,9,D,8,,,,,,,,,
,,,9,D,9,,,,,,,,,
,,,9,E,1,,,,,,,,,
,,,9,E,2,,,,,,,,,
,,,9,E,3,,,,,,,,,
,,,9,E,4,,,,,,,,,
,,,9,E,5,,,,,,,,,
,,,9,E,6,,,,,,,,,
,,,9,E,7,,,,,,,,,
,,,9,E,8,,,,,,,,,
