,0,CV_mean_MAE,CV_SD_MAE,Model_name
60,15.724130935966969,19.220642,6.883371,XGBoost_grid_1_AutoML_52_20230105_113248_model_20
120,3.8220146972084574,14.66813,11.478602,XGBoost_grid_1_AutoML_53_20230105_113350_model_8
180,8.896725521755354,15.264301,5.9460845,GBM_grid_1_AutoML_54_20230105_113453_model_12
240,9.112925042414766,14.668321,4.9422383,GBM_grid_1_AutoML_55_20230105_113556_model_12
296,9.778374919687504,14.703995,5.0040884,GBM_grid_1_AutoML_56_20230105_113658_model_12
