,0,CV_mean_MAE,CV_SD_MAE,Model_name
60,4.4380400964369375,20.827078,7.7042065,GBM_5_AutoML_62_20230105_114318
120,3.8220146972084574,14.66813,11.478602,XGBoost_grid_1_AutoML_63_20230105_114422_model_8
180,7.155091835042307,15.778567,6.4264884,GBM_5_AutoML_65_20230105_114523
240,7.996549553213602,15.200102,4.2234216,GBM_5_AutoML_66_20230105_114627
296,9.028184314082987,15.290773,4.765846,GBM_5_AutoML_68_20230105_114732
