,0,CV_mean_MAE,CV_SD_MAE,Model_name
60,15.724130935966969,19.220642,6.883371,XGBoost_grid_1_AutoML_57_20230105_113802_model_20
120,3.8220146972084574,14.66813,11.478602,XGBoost_grid_1_AutoML_58_20230105_113905_model_8
180,8.896725521755354,15.264301,5.9460845,GBM_grid_1_AutoML_59_20230105_114007_model_12
240,7.996549553213602,15.200102,4.2234216,GBM_5_AutoML_60_20230105_114110
296,9.028184314082987,15.290773,4.765846,GBM_5_AutoML_61_20230105_114214
