,0,CV_mean_MAE,CV_SD_MAE,Model_name
56,4.160108404500144,22.78349,14.53322,XGBoost_lr_search_selection_AutoML_16_20230105_105549_select_grid_model_3
112,9.099955224232483,15.758575,7.440994,GBM_grid_1_AutoML_17_20230105_105652_model_2
167,6.678292823609656,11.50321,5.105249,GBM_grid_1_AutoML_18_20230105_105755_model_2
