,0,CV_mean_MAE,CV_SD_MAE,Model_name
56,3.7891178535563603,23.105537,13.263227,XGBoost_grid_1_AutoML_10_20230105_104932_model_59
112,9.099955224232483,15.758575,7.440994,GBM_grid_1_AutoML_11_20230105_105035_model_2
167,6.678292823609656,11.50321,5.105249,GBM_grid_1_AutoML_12_20230105_105138_model_2
