,0,CV_mean_MAE,CV_SD_MAE,Model_name
60,19.855646797568195,20.640572,9.461753,DRF_1_AutoML_85_20230105_124222
120,6.454844453028636,18.235874,6.6964803,GBM_5_AutoML_87_20230105_124325
180,11.560250974799661,16.102028,4.885472,GBM_grid_1_AutoML_88_20230105_124429_model_2
240,8.104149256352684,15.791488,3.8497577,GBM_5_AutoML_90_20230105_124534
296,9.247011167199407,15.321414,4.154399,GBM_5_AutoML_91_20230105_124639
